"SampleRowID"	"StationCode"	"SampleDate"	"MethodCode"	"SampleTimeStart"	"SampleTimeEnd"	"UserName"	"SurveyNumber"	"WaterTemperature"	"Turbidity"	"Secchi"	"SecchiEstimated"	"ConductivityTop"	"ConductivityBottom"	"TowDirectionCode"	"MeterStart"	"MeterEnd"	"CableOut"	"TideCode"	"DepthBottom"	"MeterNumber"	"WeatherCode"	"Microcystis"	"WaveCode"	"DateEntered"
4460	"416"	2/15/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			8	10.10		0.20	0	2481												
4461	"416"	3/13/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			9	13.30		0.28	0	10500												
4462	"416"	8/15/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			2	19.10		0.60	0	21489												
4463	"416"	9/13/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			3	19.70		0.72	0	19200												
4464	"416"	10/10/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.30		0.72	0	24140												
4465	"416"	11/7/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			5	15.10		0.55	0	18095												
4466	"416"	12/7/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			6	10.40		0.32	0	15500												
4467	"416"	1/6/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			7	7.20		0.30	0	5180												
4468	"416"	2/3/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			8	7.30		0.17	0	330												
4469	"416"	3/17/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			9	8.90		0.15	0	350												
4470	"416"	8/17/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			2	20.00		0.30	0	15490												
4471	"416"	9/14/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			3	18.90		0.20	0	4480												
4472	"416"	10/20/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			4	15.60	38.00	0.29	1	6380												
4473	"416"	12/15/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.70	33.00	0.33	1	14260												
4474	"416"	1/15/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			7	8.90	40.00	0.28	1	1720												
4475	"416"	3/16/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			9	13.30	39.00	0.28	1	430												
4476	"416"	8/22/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			2	18.00	42.00	0.27	1	17650												
4477	"416"	9/18/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			3	18.90	54.00	0.21	1	8710												
4478	"416"	10/17/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			4	15.60	39.00	0.28	1	11253												
4479	"416"	11/13/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			5	14.60	33.00	0.33	1	5690												
4480	"416"	12/13/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			6	9.80	77.00	0.17	0	400												
4481	"416"	1/15/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			7	7.20	43.00	0.28	0	433												
4482	"416"	2/12/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			8	9.40	41.00	0.26	0	330												
4483	"416"	3/9/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			9	10.30	30.00	0.33	0	8596												
4484	"416"	9/14/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			3	21.40		0.34	0	7420												
4485	"416"	10/12/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.70	33.00	0.42	0	9828												
4486	"416"	11/8/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			5	12.90	24.00	0.44	0	13200												
4487	"416"	12/6/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			6	10.30	41.00	0.26	0	6710												
4488	"416"	1/5/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			7	6.30		0.22	0	2430												
4489	"416"	1/31/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			8	7.20		0.33	0	4070												
4490	"416"	3/6/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			9	13.00		0.30	0	4860												
4491	"416"	8/14/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			2	19.60		0.58	0	19250												
4492	"416"	9/18/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			3	17.80		0.37	0	7950												
4493	"416"	10/16/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.60		0.70	0	12312												
4494	"416"	11/13/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			5	14.10		0.62	0	13000												
4495	"416"	12/11/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			6	7.20		0.33	0	10752												
4496	"416"	1/12/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			7	7.80		0.30	0	5800												
4497	"416"	3/8/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			9	10.80		0.20	0	206												
4498	"418"	2/3/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			8	7.40		0.17	0	190												
4499	"418"	3/17/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			9	9.20		0.15	0	270												
4500	"418"	8/17/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			2	20.60		0.10	0	5990												
4501	"418"	9/14/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			3	18.90		0.20	0	2860												
4502	"418"	10/20/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			4	15.60	37.00	0.30	1	5510												
4503	"418"	12/15/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.70	33.00	0.33	1	10370												
4504	"418"	1/15/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			7	8.90	48.00	0.24	1	380												
4505	"418"	3/16/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			9	13.30	38.00	0.29	1	430												
4506	"418"	8/22/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			2	18.00	47.00	0.24	1	13400												
4507	"418"	9/18/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			3	19.20	51.00	0.22	1	4550												
4508	"418"	10/17/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			4	14.80	58.00	0.20	1	7670												
4509	"418"	11/13/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			5	14.70	35.00	0.31	1	4903												
4510	"418"	12/13/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			6	9.80	68.00	0.18	0	310												
4511	"418"	1/15/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			7	7.40	37.00	0.27	0	315												
4512	"418"	2/12/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			8	9.60	38.00	0.25	0	224												
4513	"418"	3/9/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			9	10.40	38.00	0.25	0	6786												
4514	"418"	9/14/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			3	21.70		0.20	0	5989												
4515	"418"	10/12/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.80	43.00	0.28	0	6707												
4516	"418"	11/8/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			5	13.00	32.00	0.34	0	10800												
4517	"418"	12/6/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			6	10.20	39.00	0.28	0	4860												
4518	"418"	1/5/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			7	6.10		0.17	0	1695												
4519	"418"	1/31/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			8	7.10		0.27	0	3135												
4520	"418"	3/6/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			9	13.10		0.29	0	1880												
4521	"418"	8/14/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			2	19.40		0.35	0	15070												
4522	"418"	9/18/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			3	17.70		0.35	0	7420												
4523	"501"	2/10/1999 0:00:00	"MWTR"	12/30/1899 9:45:00	12/30/1899 9:55:00		8	9.20		0.51	0	196	176	1	798834	815454	175	4	35	12423				
4524	"501"	3/8/1999 0:00:00	"MWTR"	12/30/1899 13:11:00	12/30/1899 13:21:00		9	10.90		0.50	0	152	151	2	586471	611840	175	2	35	12423				
4525	"501"	9/8/1999 0:00:00	"MWTR"	12/30/1899 11:50:00	12/30/1899 12:00:00		3	20.30		0.39	0	13040	13180	1	584482	603465	175	4	35	14978				
4526	"501"	10/5/1999 0:00:00	"MWTR"	12/30/1899 11:03:00	12/30/1899 11:12:00		4	18.60		0.49	0	18230	18110	1	490888	509720	175	4	35	14978				
4527	"501"	11/2/1999 0:00:00	"MWTR"	12/30/1899 10:07:00	12/30/1899 10:16:00		5	17.00		0.49	0	17850	18250	1	481546	502896	175	4	35	14978				
4528	"501"	11/30/1999 0:00:00	"MWTR"	12/30/1899 10:19:00	12/30/1899 10:28:00		6	13.50		0.51	0	15240	18980	1	706370	723099	175	4	35	14978				
4529	"501"	1/11/2000 0:00:00	"MWTR"	12/30/1899 7:45:00	12/30/1899 7:53:00		7	10.10		0.40	0	15140	15400	1	581635	598449	175	4	35	14978				
4530	"501"	2/7/2000 0:00:00	"MWTR"	12/30/1899 11:49:00	12/30/1899 11:58:00		8	11.30		0.28	0	323	385	1	336546	359642	200	4	40	14978				
4531	"501"	3/6/2000 0:00:00	"MWTR"	12/30/1899 11:33:00	12/30/1899 11:41:00		9	12.00		0.37	0	169	171	1	971956	987993	175	4	35	14978				
4532	"501"	9/12/2000 0:00:00	"MWTR"	12/30/1899 11:09:00	12/30/1899 11:18:00		3	20.80		0.52	0	8160		2	530017	548121	200	2	45	13327				
4533	"501"	10/3/2000 0:00:00	"MWTR"	12/30/1899 10:23:00	12/30/1899 10:33:00		4	19.30		0.42	0	18810	20240	1	103519	121244	175	4	35	13327				
4534	"501"	11/7/2000 0:00:00	"MWTR"	12/30/1899 10:25:00	12/30/1899 10:35:00	"Admin"	5	14.90		0.39	0	18700	19970	1			200	4	40	13327				
4535	"501"	12/5/2000 0:00:00	"MWTR"	12/30/1899 14:03:00	12/30/1899 14:13:00	"Admin"	6	11.00		0.58	0	13870	19040	2	156484	176898	175	2	35	13327				
4536	"501"	1/8/2001 0:00:00	"MWTR"	12/30/1899 10:52:00	12/30/1899 11:02:00		7			0.39	0		20890	2		900955	175	4	35	13327				
4537	"501"	2/6/2001 0:00:00	"MWTR"	12/30/1899 13:36:00	12/30/1899 13:45:00		8	10.60		0.35	0	22610	22730	2	279179	296370	200	2	40	13327				
4538	"501"	3/6/2001 0:00:00	"MWTR"	12/30/1899 11:44:00	12/30/1899 11:52:00		9	12.30		0.40	0	9420	13100	1	358551	372304	175	4	35	13291				
4539	"501"	9/6/2001 0:00:00	"MWTR"	12/30/1899 10:31:00	12/30/1899 10:39:00		3	20.50		0.66	0	14730	20170	2	53167	71214	200	2	40	13327				
4540	"501"	10/2/2001 0:00:00	"MWTR"	12/30/1899 10:57:00	12/30/1899 11:05:00		4	19.30		0.47	0	16350	18400	1	469677	483314	175	4	55	13327				
4541	"501"	11/6/2001 0:00:00	"MWTR"	12/30/1899 10:37:00	12/30/1899 10:46:00		5	16.20		0.48	0	21990	24760	2	694134	711316	200	2	34	13327				
4542	"501"	12/5/2001 0:00:00	"MWTR"	12/30/1899 12:26:00	12/30/1899 12:36:00		6	11.80		0.42	0	7110	8590	2	861949	880998	200	2	40	13291				
4543	"501"	9/11/2002 0:00:00	"MWTR"	12/30/1899 11:56:00	12/30/1899 12:05:00	"djones"	3	29.00		0.51	0	14390	18550	2	786057	803975	175	2	35	13227				
4544	"501"	10/9/2002 0:00:00	"MWTR"	12/30/1899 11:16:00	12/30/1899 11:26:00	"djones"	4	19.50		0.49	0	17470	20070	2	513209	530113	175	2	35	13227				
4545	"501"	11/5/2002 0:00:00	"MWTR"	12/30/1899 10:12:00	12/30/1899 10:22:00	"djones"	5	15.00		0.45	0	16500	20160	3	501085	518243	200	3	38	13291				
4546	"501"	12/3/2002 0:00:00	"MWTR"	12/30/1899 11:27:00	12/30/1899 11:37:00	"djones"	6	12.90		0.38	0	23930	24860	1	672305	685984	200	4	39	13291				
4547	"328"	12/3/1990 0:00:00	"MWTR"	12/30/1899 7:19:00			6	10.80		0.35	0	37913		1	141011	168721		2	9					
4548	"328"	9/9/1991 0:00:00	"MWTR"	12/30/1899 7:20:00			3	18.30		0.38	0	38844		1	86930	112125		2	7					
4549	"328"	10/9/1991 0:00:00	"MWTR"	12/30/1899 7:50:00			4	18.30		0.96	0	38600		1	772196	804525		2	9					
4550	"328"	11/4/1991 0:00:00	"MWTR"	12/30/1899 7:20:00			5	15.00		0.70	0	38151		1	548383	575273		2	10					
4551	"328"	12/2/1991 0:00:00	"MWTR"	12/30/1899 7:33:00			6	11.10		0.50	0	36902		2	248285	276685		4	11					
4552	"328"	3/9/1992 0:00:00	"MWTR"	12/30/1899 7:55:00			9	14.40		0.51	0	28515		1	55493	71715		2	8					
4553	"328"	9/8/1992 0:00:00	"MWTR"	12/30/1899 8:05:00			3	19.40		0.69	0	38557		1	72103	99300		2	7					
4554	"328"	10/5/1992 0:00:00	"MWTR"	12/30/1899 7:15:00			4	21.50		1.26	0	37595		2	868325	892623		4	10					
4555	"328"	11/2/1992 0:00:00	"MWTR"	12/30/1899 7:40:00			5	17.50		0.43	0	37520		2	630639	654732		4	7					
4556	"328"	12/7/1992 0:00:00	"MWTR"	12/30/1899 7:20:00			6	12.20		0.61	0	39005		2	369233	396188		4	10					
4557	"328"	1/6/1993 0:00:00	"MWTR"	12/30/1899 9:10:00			7	7.80		0.42	0	36644		2	859861	883223		4	10					
4558	"328"	2/3/1993 0:00:00	"MWTR"	12/30/1899 8:25:00			8	10.00		0.34	0	25377		2	362085	386286		4	15					
4559	"328"	3/8/1993 0:00:00	"MWTR"	12/30/1899 7:20:00			9	12.80		0.15	0	14412		1	681784	700385		2	10					
4560	"328"	4/6/1993 0:00:00	"MWTR"	12/30/1899 10:53:00			10	14.40		0.31	0	7559		2	592415	602788		2	34					
4561	"328"	5/4/1993 0:00:00	"MWTR"	12/30/1899 14:26:00			11	16.70		0.64	0	28509		1	232757	251242		4	11					
4562	"328"	9/7/1993 0:00:00	"MWTR"	12/30/1899 7:38:00		"Admin"	3	16.70		0.69	0	32222		2	234788	262219		4	11					
4563	"328"	10/4/1993 0:00:00	"MWTR"	12/30/1899 7:26:00			4	17.80		0.31	0	37436		1	277064	300884		2	10					
4564	"328"	11/8/1993 0:00:00	"MWTR"	12/30/1899 8:21:00			5	18.90		1.16	0	35183		2	687197	705409		4	10					
4565	"328"	12/6/1993 0:00:00	"MWTR"	12/30/1899 8:30:00			6	10.60		0.38	0	37829		2	108055	128125		2	10					
4566	"328"	9/6/1994 0:00:00	"MWTR"	12/30/1899 7:09:00			3	19.00		0.28	0			1	80472	104569		2	5					
4567	"328"	10/4/1994 0:00:00	"MWTR"	12/30/1899 13:00:00			4	17.80		0.78	0	41100		1	864109	885283		4	10					
4568	"328"	11/7/1994 0:00:00	"MWTR"	12/30/1899 7:43:00			5	10.80		0.72	0	37524		1	611468	632077		2	15					
4569	"328"	12/5/1994 0:00:00	"MWTR"	12/30/1899 7:52:00			6	10.30		0.32	0	36531		1	893347	909600		2	9					
4570	"328"	9/7/1995 0:00:00	"MWTR"	12/30/1899 8:22:00			3	19.90		0.40	0	22910	23290	1	10792	28520		2	10					
4571	"328"	10/11/1995 0:00:00	"MWTR"	12/30/1899 7:54:00			4	17.60		0.48	0	22520	26070	1	899017	916724		2	8					
4572	"328"	11/7/1995 0:00:00	"MWTR"	12/30/1899 7:17:00			5	14.90		0.55	0	27140	26910	1	801559	819820		2	5					
4573	"328"	12/5/1995 0:00:00	"MWTR"	12/30/1899 8:17:00			6	14.30		0.69	0	26580	31780	1	456829	472558		2	10					
4574	"328"	3/5/1996 0:00:00	"MWTR"	12/30/1899 10:02:00			9	10.90		0.28	0	2012	5260	2	63289	83689		4	10					
4575	"328"	8/19/1996 0:00:00	"MWTR"	12/30/1899 8:03:00			2	18.60		0.20	0	30070	31360	1	580153	599519		2	10					
4576	"328"	9/3/1996 0:00:00	"MWTR"	12/30/1899 8:15:00			3	18.90		0.31	0	33380	33420	2	934081	952727		4	7					
4577	"328"	10/7/1996 0:00:00	"MWTR"	12/30/1899 7:37:00			4	18.00		0.92	0	30350	32450	1	112708	131082		2	7					
4578	"328"	11/5/1996 0:00:00	"MWTR"	12/30/1899 8:39:00			5	13.20		0.47	0	27200	28620	2	321609	340389		4	10					
4579	"328"	12/9/1996 0:00:00	"MWTR"	12/30/1899 7:41:00			6	12.60		0.56	0	21360	21570	2	437284	455931		4	10					
4580	"328"	8/5/1997 0:00:00	"MWTR"	12/30/1899 8:30:00	12/30/1899 8:41:00		2	20.20			0	34620		2	870627	887735	0	2	6	12981				
4581	"328"	9/3/1997 0:00:00	"MWTR"	12/30/1899 6:58:00	12/30/1899 7:09:00		3	20.90		0.42	0	29340	29890	1	98351	120665	0	2	10	12981				
4582	"328"	10/8/1997 0:00:00	"MWTR"	12/30/1899 7:40:00	12/30/1899 7:50:00		4	18.40		0.60	0	23700	24800	2	428998	445850	0	4	10	14979				
4583	"328"	11/3/1997 0:00:00	"MWTR"	12/30/1899 9:25:00	12/30/1899 9:35:00		5	17.00		0.58	0	38130	38410	1	946487	965736	0	2	10	14979				
4584	"328"	12/1/1997 0:00:00	"MWTR"	12/30/1899 8:16:00	12/30/1899 8:26:00		6	13.10		0.78	0	30100	31690	2	76329	90458	0	1	10	12204				
4585	"328"	1/6/1998 0:00:00	"MWTR"	12/30/1899 8:22:00	12/30/1899 8:32:00		7	10.00		0.56	0	21130	21990	2	544322	562691	0	4	10	12982				
4586	"328"	3/2/1998 0:00:00	"MWTR"	12/30/1899 8:23:00	12/30/1899 8:33:00		9	11.40		0.08	0	364	1731	1	336360	354950	0	2	12	12982				
4587	"328"	9/14/1998 0:00:00	"MWTR"	12/30/1899 8:30:00			3	20.30		0.33	0	24680	24380	2	47065	67409	0	4	10	14979				
4588	"328"	10/13/1998 0:00:00	"MWTR"	12/30/1899 8:39:00	12/30/1899 8:49:00		4	16.80		0.38	0	27200	27650	2	643752	663823	0	4	10	12423				
4589	"328"	11/2/1998 0:00:00	"MWTR"	12/30/1899 7:27:00	12/30/1899 7:36:00		5	14.80		0.43	0	31860	33250	2	8543	30641	0	4	10	12423				
4590	"328"	12/8/1998 0:00:00	"MWTR"	12/30/1899 8:05:00	12/30/1899 8:15:00		6	10.60		0.30	0	10850	21670	2	8932	36045	0	4	10	12423				
4591	"328"	2/4/1999 0:00:00	"MWTR"	12/30/1899 9:22:00	12/30/1899 9:33:00		8	9.50		0.13	0	16400	17002	1	838885	857770	0	2	10	12423				
4592	"328"	9/7/1999 0:00:00	"MWTR"	12/30/1899 9:02:00	12/30/1899 9:12:00		3	19.10		0.60	0	33260	34290	1	106772	129828	0	2	10	14978				
4593	"328"	10/4/1999 0:00:00	"MWTR"	12/30/1899 7:39:00	12/30/1899 7:49:00		4	18.50		0.57	0	35180	35180	2	991817	5576	0	2	10	14978				
4594	"328"	11/1/1999 0:00:00	"MWTR"	12/30/1899 8:03:00	12/30/1899 8:12:00		5	16.30		0.74	0	30600	30480	1	889322	905310	0	2	10	14978				
4595	"328"	11/29/1999 0:00:00	"MWTR"	12/30/1899 7:41:00	12/30/1899 7:49:00		6	13.40		0.49	0	28190	28270	1	22648	46432	0	2	10	14978				
4596	"328"	9/11/2000 0:00:00	"MWTR"	12/30/1899 8:34:00	12/30/1899 8:44:00		3	18.70		0.59	0	32950	33000	1	446337	468200	0	2	7	14978				
4597	"328"	10/2/2000 0:00:00	"MWTR"	12/30/1899 8:12:00	12/30/1899 8:21:00		4	18.80		0.62	0	38350	41090	1	569328	583868	0	1	10	13327				
4598	"328"	11/6/2000 0:00:00	"MWTR"	12/30/1899 8:04:00	12/30/1899 8:14:00		5	14.80		0.92	0	36100	36410	1	682735	698651	0	4	12	13327				
4599	"328"	12/4/2000 0:00:00	"MWTR"	12/30/1899 9:18:00	12/30/1899 9:26:00		6	11.20		0.73	0	26750	30950	2	617554	636487	0	4	10	13327				
4600	"328"	9/4/2001 0:00:00	"MWTR"	12/30/1899 8:57:00	12/30/1899 9:06:00		3	18.90		0.31	0	41000	41990	1	264077	270097	0	2	7	13327				
4601	"328"	10/1/2001 0:00:00	"MWTR"	12/30/1899 8:05:00	12/30/1899 8:15:00		4	18.50		0.70	0	36110	39430	1	997757	14039	0	2	9	13327				
4602	"328"	11/5/2001 0:00:00	"MWTR"	12/30/1899 8:00:00	12/30/1899 8:10:00		5	15.90		0.82	0	39720	43080	1	840043	856841	0	2	10	13327				
4603	"328"	12/4/2001 0:00:00	"MWTR"	12/30/1899 9:17:00	12/30/1899 9:27:00		6	11.50		0.41	0	27850	31780	2	214212	235849	0	3	9	13291				
4604	"328"	9/10/2002 0:00:00	"MWTR"	12/30/1899 8:20:00	12/30/1899 8:30:00	"djones"	3	19.00		0.48	0	41870	39650	1	347209	359847	0	2	8	13227				
4605	"328"	10/7/2002 0:00:00	"MWTR"	12/30/1899 8:11:00	12/30/1899 8:21:00	"djones"	4	18.20		0.75	0	39220	39910	1	752184	767425	0	2	10	13227				
4606	"328"	11/5/2002 0:00:00	"MWTR"	12/30/1899 8:09:00	12/30/1899 8:19:00	"djones"	5	14.50		0.99	0	28920	29690	1	919846	937170	0	2	8	13291				
4607	"328"	12/2/2002 0:00:00	"MWTR"	12/30/1899 8:56:00	12/30/1899 9:07:00	"djones"	6			1.20	0			2			0	4	15					
4608	"328"	9/8/2003 0:00:00	"MWTR"	12/30/1899 8:40:00	12/30/1899 8:50:00	"djones"	3	19.70		0.46	0	29880	30050	1	230890	263898	0	2	6	13291				
4609	"328"	10/6/2003 0:00:00	"MWTR"	12/30/1899 7:54:00	12/30/1899 8:04:00	"djones"	4	18.20		0.62	0	35440	35820	3	491483	515516	0	3	10	13291				
4610	"328"	11/3/2003 0:00:00	"MWTR"	12/30/1899 8:14:00	12/30/1899 8:24:00	"djones"	5	15.10		0.63	0	38890		2	894804	914528	0	4	9	13291				
4611	"328"	12/1/2003 0:00:00	"MWTR"	12/30/1899 8:19:00	12/30/1899 8:29:00	"Admin"	6	11.80		0.15	0	41870	41720	2	872445	897798	0	4	10	13227				
4612	"328"	9/13/2004 0:00:00	"MWTR"	12/30/1899 8:16:00	12/30/1899 8:25:00	"djones"	3	19.60		0.35	0	38250	36400	2	78653	94780	0	4	6	20366				
4613	"328"	10/4/2004 0:00:00	"MWTR"	12/30/1899 8:36:00	12/30/1899 8:46:00	"djones"	4	17.50		1.15	0	38180	37660	1	150334	174512	0	2	9	20366				
4614	"328"	11/1/2004 0:00:00	"MWTR"	12/30/1899 7:18:00	12/30/1899 7:28:00	"djones"	5	14.90		0.78	0	35200	35890	1	350621	372727	0	2	9	20366				
4615	"328"	12/6/2004 0:00:00	"MWTR"	12/30/1899 8:04:00	12/30/1899 8:15:00	"djones"	6	11.00		0.90	0	34470	34250	2	359791	382654	0	4	10	20366				
4616	"328"	9/6/2005 0:00:00	"MWTR"	12/30/1899 7:44:00	12/30/1899 7:55:00	"Admin"	3	18.70		0.49	0			1	593132	609255	0	2	6	20366				
4617	"328"	10/3/2005 0:00:00	"MWTR"	12/30/1899 9:07:00	12/30/1899 9:17:00	"Admin"	4	18.20		0.38	0	35366		2	612370	642972	0	2	9	20366				
4618	"328"	10/31/2005 0:00:00	"MWTR"	12/30/1899 8:31:00	12/30/1899 8:41:00	"Admin"	5	15.90		0.90	0	32390	35404	2	39379	64723	0	4	9	20366				
4619	"328"	12/5/2005 0:00:00	"MWTR"	12/30/1899 9:27:00	12/30/1899 9:37:00	"Admin"	6	11.30		0.48	0	32091	35913	2	376510	389528	0	4	8	20366				
4620	"328"	9/5/2006 0:00:00	"MWTR"	12/30/1899 9:05:00	12/30/1899 9:15:00	"Admin"	3	18.90		0.51	0	29940	29950	2	809595	825805	0	4	7					
4621	"328"	10/6/2006 0:00:00	"MWTR"	12/30/1899 12:51:00	12/30/1899 13:03:00	"Admin"	4	16.80		0.54	0	37985	38172	2	60896	79768	50	4	23					
4622	"328"	11/6/2006 0:00:00	"MWTR"	12/30/1899 9:53:00	12/30/1899 10:03:00	"Admin"	5	16.00		0.59	0	32610	37288	2	475038	498459	0	4	10	21039				
4623	"328"	12/4/2006 0:00:00	"MWTR"	12/30/1899 9:25:00	12/30/1899 9:37:00	"Admin"	6	11.10		0.71	0	37125	40406	2	818195	838814	0	4	10	21039				
4624	"328"	9/5/2007 0:00:00	"MWTR"	12/30/1899 9:10:00	12/30/1899 9:23:00	"Admin"	3	21.10		0.60	0	38121	38878	2	357329	379912	0	4	9	20373	1	1	2	
4625	"328"	10/2/2007 0:00:00	"MWTR"	12/30/1899 8:17:00	12/30/1899 8:29:00	"Admin"	4	17.90		0.62	0	38954	39581	1	457009	476857	0	4	10	14958	1	1	1	
4626	"328"	11/5/2007 0:00:00	"MWTR"	12/30/1899 9:22:00	12/30/1899 9:34:00	"Admin"	5	15.70		0.61	0	36570	36800	2	518911	538249	0	4	11	14958	1	1	1	
4627	"328"	12/6/2007 0:00:00	"MWTR"	12/30/1899 8:17:00	12/30/1899 8:29:00	"Admin"	6	12.20		0.85	0	35670	36400	2	353445	365502	150	4	12	22083	4	1	1	
4628	"328"	9/9/2008 0:00:00	"MWTR"	12/30/1899 8:12:00	12/30/1899 8:23:00	"Admin"	3	20.00		1.04	0	38600	38870	1	624508	646633	0	4	10	22863	3	1	3	
4629	"328"	10/7/2008 0:00:00	"MWTR"	12/30/1899 10:51:00	12/30/1899 11:03:00	"Admin"	4	19.10		1.19	0	36980	39160	3	782330	803628	0	3	10	22833	2	1	1	
4630	"328"	11/4/2008 0:00:00	"MWTR"	12/30/1899 8:21:00	12/30/1899 8:32:00	"Admin"	5	15.20		1.08	0	38200	37090	2	22907	46609	0	4	10	22878	1	1	3	
4631	"328"	12/3/2008 0:00:00	"MWTR"	12/30/1899 11:39:00	12/30/1899 11:51:00	"Admin"	6	13.60		1.00	0	36390	36410	1	239322	256392	0	2	8	22878	2	1	3	
4632	"328"	9/9/2009 0:00:00	"MWTR"	12/30/1899 9:04:00	12/30/1899 9:15:00	"Admin"	3	19.30	13.00	0.79	0	38290	38130	2	859357	887266	0	2	8	23326	2	1	2	
4633	"328"	10/6/2009 0:00:00	"MWTR"	12/30/1899 9:41:00	12/30/1899 9:51:00	"Admin"	4	17.10	16.90	0.60	0	38210	38880	3	158861	176858	0	2	9	23326	1	1	1	
4634	"328"	11/3/2009 0:00:00	"MWTR"	12/30/1899 8:01:00	12/30/1899 8:11:00	"Admin"	5	15.50	22.00	0.46	0	38430	38740	3	421463	435899	0	4	9	23326	1	1	3	
4635	"328"	12/1/2009 0:00:00	"MWTR"	12/30/1899 8:41:00	12/30/1899 8:52:00	"Admin"	6	11.40	9.59	0.91	0	38200	40930	3	266035	285003	0	3	11	23326	1	1	1	
4636	"328"	9/8/2010 0:00:00	"MWTR"	12/30/1899 10:28:00	12/30/1899 10:39:00	"Admin"	3	19.10	23.90	0.32	0	33190	29210	2	311074	332589	0	2	10	23312	2	1	3	
4637	"328"	10/5/2010 0:00:00	"MWTR"	12/30/1899 8:24:00	12/30/1899 8:35:00	"Admin"	4	18.30	12.00	0.70	0	31580	31610	2	926312	946173	0	4	10	23312	2	1	3	
4638	"328"	11/2/2010 0:00:00	"MWTR"	12/30/1899 8:02:00	12/30/1899 8:14:00	"Admin"	5	15.30	15.10	0.54	0	32956	33170	2	162644	185667	0	4	10	23312	1	1	1	
4639	"328"	12/1/2010 0:00:00	"MWTR"	12/30/1899 10:54:00	12/30/1899 11:05:00	"Admin"	6	11.00	8.99	0.71	0	30460	32090	3	29288	40345	0	1	10	23864	1	1	1	
4640	"329"	8/15/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			2	20.00		0.30	0	32400												
4641	"329"	9/12/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			3	18.90		0.39	0	28566												
